slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
ahhhh,ah,ah,"Digunakan untuk mengekspresikan berbagai emosi seperti kelegaan, kebingungan, atau ketidakpuasan, tergantung intonasi dan konteks percakapan.","Used to express various emotions such as relief, confusion, or dissatisfaction, depending on the intonation and context of the conversation.","Ahhhh, akhirnya selesai juga tugas ini!","Ahhhh, finally this task is done!",positive
yuuuuk,yuk,let's go,"Digunakan untuk mengajak seseorang melakukan aktivitas bersama, seringkali dengan nada semangat atau antusiasme.","Used to invite someone to engage in an activity together, often with an enthusiastic or spirited tone.","Yuuuuk, kita pergi ke pantai!",Let's go to the beach!,positive
disiniii,disini,here,"Digunakan untuk mengekspresikan keberadaan seseorang di suatu tempat dengan penekanan emosional, sering kali dalam konteks informal atau akrab.","Used to express someone's presence in a location with emotional emphasis, often in informal or familiar contexts.",Ayo cepat kesiniii!,Come here quickly!,positive
bayangin,bayangkan,imagine,"Digunakan untuk meminta seseorang membayangkan sesuatu, sering kali dalam konteks mengajak orang lain untuk berpikir kreatif atau melihat kemungkinan.","Used to ask someone to imagine something, often in the context of encouraging others to think creatively or envision possibilities.",Bayangin aja kalau kita bisa pergi ke luar angkasa.,Just imagine if we could go to outer space.,positive
ajaaa,saja,just,"Digunakan untuk menekankan sesuatu yang dianggap sepele atau tidak perlu diperdebatkan, seringkali dalam konteks santai.","Used to emphasize something trivial or unnecessary to debate, often in a casual context.",Aku mau nonton film ajaaa.,I just want to watch a movie.,neutral
tuhhh,tuh,that,"Digunakan untuk menekankan atau menunjukkan sesuatu yang spesifik dalam percakapan, sering kali dengan nuansa akrab atau santai.","Used to emphasize or point out something specific in conversation, often with an informal or casual tone.",Itu tuh yang aku bilang kemarin.,That's the one I was talking about yesterday.,neutral
amploppp,amplop,envelope,"Istilah yang digunakan dalam konteks informal untuk merujuk pada amplop, sering kali menggambarkan amplop yang berisi uang atau hadiah.","A term used informally to refer to an envelope, often describing an envelope containing money or gifts.",Dia kasih amploppp di acara ulang tahunnya.,He gave an envelope at his birthday party.,positive
sayangg'',sayang-sayang,dear / darling,"Digunakan sebagai ungkapan kasih sayang yang berlebihan atau manja, biasanya di antara pasangan atau teman dekat.","Used as an expression of excessive or affectionate love, usually between partners or close friends.","Ayo sayangg, kita nonton film bareng.","Come on, dear, let's watch a movie together.",positive
nantii,nanti,later,Digunakan untuk menyatakan bahwa sesuatu akan dilakukan di waktu yang akan datang; sering digunakan dalam percakapan santai.,Used to indicate that something will be done at a later time; commonly used in casual conversations.,Nantii aku kabarin kamu ya.,"I'll let you know later, okay?",neutral
aminnnnn,amin,amen,"Digunakan sebagai ungkapan persetujuan atau harapan yang kuat, biasanya di akhir doa atau pernyataan positif.","Used as an expression of strong agreement or hope, typically at the end of a prayer or positive statement.","Semoga semua impian kita tercapai, aminnnnn!","May all our dreams come true, amen!",positive
yukkkk,yuk,let's go,Digunakan untuk mengajak seseorang melakukan aktivitas bersama dengan semangat atau antusiasme yang lebih tinggi.,Used to invite someone to engage in an activity together with increased enthusiasm or excitement.,Yukkkk kita nonton film malam ini!,Let's go watch a movie tonight!,positive
nged,banget,really / very,"Digunakan untuk mengekspresikan intensitas atau tingkat yang tinggi dari sesuatu, sering kali dalam konteks informal atau santai.","Used to express high intensity or degree of something, often in informal or casual contexts.",Gue nged suka sama lagu ini.,I really like this song.,positive
nantik,nanti,later,"Digunakan dalam konteks informal untuk merujuk pada waktu yang akan datang, seringkali dengan nuansa santai atau penuh harapan.","Used in informal contexts to refer to a future time, often with a casual or hopeful nuance.",Kita ngobrol lagi nantik ya.,Let's chat again later.,positive
ksitu,kesitu,to that place / to there,Digunakan dalam percakapan sehari-hari untuk merujuk ke lokasi tertentu yang sudah diketahui oleh lawan bicara.,Used in everyday conversation to refer to a specific location already known to the listener.,Ayo kita ksitu sebentar.,Let's go there for a moment.,neutral
bangeett,banget,very / really,"Digunakan untuk menekankan atau memberikan intensitas pada suatu pernyataan, sering kali dalam konteks positif atau emosional.","Used to emphasize or add intensity to a statement, often in a positive or emotional context.",Makanan di restoran itu enak bangeett!,The food at that restaurant is really good!,positive
liad,lihat,see,Digunakan dalam situasi santai atau akrab untuk meminta seseorang agar memperhatikan atau melihat sesuatu.,Used in casual or familiar situations to ask someone to pay attention to or look at something.,Liad deh gambar baru yang aku buat!,Check out the new picture I made!,positive
kluarga,keluarga,family,"Digunakan dalam konteks informal untuk merujuk kepada kelompok orang terdekat, baik itu keluarga biologis maupun teman dekat yang dianggap seperti keluarga.","Used informally to refer to a group of close individuals, whether biological family or close friends considered as family.",Malam ini kita kumpul bareng kluarga di rumah Aunty.,Tonight we gather with the family at Auntie's house.,positive
biasahhh,biasa,ordinary,"Digunakan dalam situasi santai untuk menunjukkan sesuatu yang biasa atau tidak istimewa, sering kali dengan nada santai atau acuh tak acuh.","Used in casual situations to indicate something that is ordinary or unremarkable, often with a relaxed or indifferent tone.","Ah, itu biasahhh, nggak ada yang spesial.","Oh, that's ordinary, nothing special.",neutral
tutorialx,tutorialnya,its tutorial,"Digunakan dalam konteks informal untuk merujuk pada tutorial tertentu, sering kali di lingkungan pendidikan atau teknologi.","Used informally to refer to a specific tutorial, often in educational or tech contexts.",Tutorialx yang diajarkan oleh dosen itu sangat membantu.,The tutorialx taught by the lecturer was very helpful.,positive
dpke,dipakai,used,"Merupakan bentuk singkat dari 'dipakai', sering digunakan dalam percakapan santai untuk merujuk pada sesuatu yang sedang digunakan.","It is a shorthand for 'dipakai', often used in casual conversations to refer to something that is being used.",Baju baru ini dpke pas acara kemarin.,I wore this new shirt at the event yesterday.,neutral
fhoto,foto,photo,"Digunakan dalam percakapan santai, terutama di media sosial, untuk merujuk pada gambar atau foto.","Used in casual conversation, especially on social media, to refer to images or pictures.","Ayo, kirim fhoto kita waktu liburan kemarin!","Come on, send the photo of us from our vacation yesterday!",positive
kerenn,keren,cool,"Digunakan untuk menggambarkan sesuatu yang menarik, mengesankan, atau fashionable, sering kali dalam konteks positif.","Used to describe something that is interesting, impressive, or fashionable, often in a positive context.",Baju baru kamu kerenn banget!,Your new shirt is so cool!,positive
binggo,banget,very,"Digunakan untuk mengekspresikan intensitas atau kekuatan dari suatu pernyataan, biasanya dalam konteks positif.","Used to express the intensity or strength of a statement, often in a positive context.",Kamu keren binggo!,You're really awesome!,positive
rekomndd,rekomendasi,recommendation,"Digunakan dalam konteks informal untuk merujuk pada saran atau pilihan yang dianggap baik, sering kali dalam percakapan sehari-hari di media sosial.","Used in informal contexts to refer to suggestions or choices deemed good, often in everyday conversations on social media.","Eh, ada rekomndd film seru nih buat ditonton!","Hey, here’s a great recommendation for an exciting movie to watch!",positive
bli2n,beli-belikan,buying things for someone else,"Digunakan untuk menggambarkan tindakan membeli sesuatu untuk orang lain, sering kali dengan nuansa saling memberi atau berbagi.","Used to describe the act of buying something for someone else, often with a connotation of giving or sharing.",Dia selalu suka bli2n untuk temannya yang ulang tahun.,He always likes to buy things for his friend’s birthday.,positive
wado,waduh,oh no,Digunakan untuk mengekspresikan kejutan atau kekecewaan ketika menghadapi situasi yang tidak diinginkan.,Used to express surprise or disappointment when facing an undesirable situation.,"Wado, dia pergi tanpa bilang apa-apa.","Oh no, he left without saying anything.",negative
guaa,gua,I / me,"Digunakan dalam percakapan santai antara teman-teman, menunjukkan keakraban dan informalitas.","Used in casual conversations among friends, indicating familiarity and informality.",Guaa mau nonton film nanti malam.,I want to watch a movie tonight.,neutral
yaakkk,ya,yeah,"Digunakan sebagai bentuk persetujuan atau penguatan, sering kali dengan nuansa emosional yang lebih kuat atau bersemangat.","Used as a form of agreement or affirmation, often carrying a stronger emotional nuance or excitement.","Yaakkk, aku setuju banget!","Yeahhh, I totally agree!",positive
bangetttttyt,banget,very,"Penggunaan yang berlebihan dari kata 'banget' untuk mengekspresikan intensitas, sering kali digunakan dalam konteks informal dan akrab.","An exaggerated use of the word 'banget' to express intensity, often used in informal and familiar contexts.",Film itu seru bangetttttyt!,That movie is so much fun!,positive
bangettttt,banget,very,"Digunakan untuk menekankan intensitas atau derajat suatu keadaan, sering kali dalam konteks informal dan ekspresif.","Used to emphasize the intensity or degree of a state, often in informal and expressive contexts.",Makanan ini enak bangettttt!,This food is so goodddd!,positive
bangg,bang,bang,"Digunakan sebagai ungkapan keakraban atau sapaan informal antara teman, biasanya di kalangan anak muda.","Used as a term of familiarity or informal greeting among friends, typically among young people.","Yo, bangg! Gimana kabarnya?","Yo, dude! How's it going?",positive
kangeeeeeeeeennnnnnnn,kangen,miss / longing,"Digunakan untuk mengekspresikan kerinduan yang sangat dalam dan emosional terhadap seseorang atau sesuatu, sering kali dengan penekanan yang berlebihan.","Used to express a deep and emotional longing for someone or something, often with an exaggerated emphasis.",Aku kangeeeeeeeeennnnnnnn sama kamu!,I miss you sooooooo much!,positive
